,index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
1986,1986,2013-06-07,blond,33.0,4.0,34406.0,M,licence,geologie,62.98,non,0
1987,1987,2011-12-01,brun,37.0,7.0,40595.0,F,master,geologie,67.17,oui,1
1988,1988,2011-10-10,roux,20.0,5.0,36010.0,M,bac,detective,71.06,non,0
1989,1989,2014-12-30,brun,45.0,7.0,31961.0,M,master,detective,77.88,oui,0
1990,1990,2013-05-07,brun,28.0,9.0,35703.0,F,licence,detective,66.74,non,1
1991,1991,2011-07-22,brun,43.0,8.0,42400.0,M,master,detective,60.58,oui,0
1992,1992,2013-02-23,brun,36.0,7.0,25228.0,F,doctorat,forage,100.02,non,0
1993,1993,2011-05-17,brun,52.0,7.0,28694.0,F,master,forage,83.67,non,0
1994,1994,2014-12-24,blond,23.0,8.0,35682.0,F,licence,detective,77.23,non,0
1995,1995,2011-03-09,chatain,35.0,15.0,31729.0,F,licence,archeologie,59.31,non,1
1996,1996,2010-08-15,blond,31.0,10.0,38654.0,F,bac,geologie,71.13,non,1
1997,1997,2013-02-15,blond,61.0,10.0,37557.0,M,master,geologie,80.86,oui,1
1998,1998,2013-10-24,blond,25.0,9.0,32078.0,F,licence,forage,78.66,non,0
1999,1999,2012-11-18,blond,45.0,14.0,35221.0,M,bac,geologie,58.08,non,0
2000,2000,2014-07-02,brun,44.0,11.0,31643.0,F,master,detective,81.23,oui,0
2001,2001,2010-09-03,chatain,31.0,12.0,32129.0,F,licence,geologie,62.25,non,1
2002,2002,2014-09-08,brun,22.0,8.0,35149.0,F,licence,detective,86.82,oui,0
2003,2003,2011-07-07,brun,24.0,12.0,29353.0,F,licence,geologie,67.66,non,0
2004,2004,2014-03-03,blond,29.0,9.0,43388.0,F,bac,forage,69.89,non,0
2005,2005,2013-09-03,brun,46.0,12.0,23585.0,F,master,forage,110.82,non,0
2006,2006,2013-01-09,blond,24.0,12.0,33497.0,M,licence,geologie,64.76,non,0
2007,2007,2012-02-24,blond,35.0,11.0,31225.0,,master,geologie,85.87,non,0
2008,2008,2013-04-12,chatain,19.0,10.0,33431.0,F,doctorat,forage,108.96,oui,0
2009,2009,2011-05-24,blond,46.0,,27396.0,F,master,forage,79.69,non,0
2010,2010,2011-06-27,blond,40.0,9.0,37084.0,F,bac,geologie,72.75,non,0
2011,2011,2011-05-07,brun,47.0,14.0,38248.0,F,licence,detective,100.22,oui,0
2012,2012,2010-02-26,blond,35.0,8.0,40409.0,M,licence,forage,77.94,oui,0
2013,2013,2011-03-18,chatain,34.0,12.0,35542.0,F,licence,detective,76.9,non,0
2014,2014,2010-12-19,roux,50.0,13.0,24093.0,M,bac,geologie,83.1,non,0
2015,2015,2010-03-06,brun,21.0,11.0,36382.0,M,licence,geologie,51.65,non,0
2016,2016,2013-10-26,brun,37.0,6.0,39979.0,M,doctorat,archeologie,82.27,oui,0
2017,2017,2014-04-03,brun,31.0,9.0,44026.0,M,licence,geologie,72.33,non,0
2018,2018,2012-11-16,roux,37.0,9.0,42364.0,M,bac,forage,66.25,oui,0
2019,2019,2012-06-08,chatain,35.0,10.0,29183.0,M,licence,geologie,56.08,non,0
2020,2020,2013-10-07,brun,44.0,12.0,31836.0,M,master,forage,71.17,non,0
2021,2021,2012-11-18,chatain,31.0,9.0,25548.0,F,master,geologie,72.67,non,0
2022,2022,2012-09-10,chatain,33.0,6.0,38699.0,M,doctorat,detective,93.27,oui,0
2023,2023,2014-01-01,blond,43.0,8.0,39151.0,F,licence,archeologie,58.85,oui,0
2024,2024,2014-03-16,chatain,32.0,11.0,33980.0,M,licence,geologie,68.52,non,0
2025,2025,2014-11-15,brun,37.0,12.0,41707.0,M,master,geologie,85.06,oui,0
2026,2026,2011-03-06,chatain,57.0,8.0,38545.0,F,bac,geologie,57.19,non,0
2027,2027,2013-10-22,chatain,57.0,9.0,31293.0,M,doctorat,geologie,96.97,oui,0
2028,2028,2014-11-12,blond,29.0,7.0,42487.0,M,licence,forage,62.21,oui,0
2029,2029,2012-02-12,brun,44.0,11.0,32766.0,M,master,forage,74.85,non,0
2030,2030,2012-02-21,brun,37.0,9.0,32002.0,F,licence,geologie,74.76,non,0
2031,2031,2014-01-27,blond,25.0,6.0,39197.0,M,licence,detective,75.57,oui,0
2032,2032,2014-09-11,chatain,44.0,,35661.0,M,master,geologie,44.25,non,0
2033,2033,2014-08-18,chatain,35.0,16.0,37526.0,M,licence,geologie,42.95,non,0
2034,2034,2013-08-17,chatain,21.0,11.0,27159.0,M,doctorat,geologie,88.74,oui,0
2035,2035,2010-03-22,brun,31.0,10.0,35323.0,M,master,forage,74.63,oui,0
2036,2036,2012-01-01,blond,30.0,13.0,37116.0,M,master,forage,72.43,oui,0
2037,2037,2012-03-12,brun,31.0,13.0,43852.0,F,licence,detective,78.87,oui,0
2038,2038,2010-11-05,blond,57.0,11.0,36096.0,F,bac,geologie,62.65,non,0
2039,2039,2014-06-11,blond,46.0,8.0,35669.0,M,bac,geologie,55.36,non,0
2040,2040,2013-08-15,brun,16.0,6.0,38783.0,M,licence,geologie,64.14,non,0
2041,2041,2013-09-21,chatain,38.0,7.0,34474.0,F,doctorat,archeologie,,oui,0
2042,2042,2014-10-31,brun,34.0,10.0,38235.0,M,licence,geologie,43.11,non,0
2043,2043,2013-09-30,brun,32.0,10.0,31130.0,F,master,detective,68.84,oui,0
2044,2044,2013-04-18,brun,23.0,9.0,29462.0,M,master,geologie,70.37,non,0
2045,2045,2011-01-13,brun,35.0,16.0,37983.0,F,licence,detective,69.99,non,0
2046,2046,2014-09-15,brun,30.0,10.0,36264.0,F,licence,geologie,65.51,non,0
2047,2047,2013-07-13,blond,40.0,4.0,40076.0,M,licence,forage,52.96,oui,0
2048,2048,2011-10-07,brun,44.0,10.0,23981.0,M,doctorat,geologie,103.77,non,0
2049,2049,2010-10-19,blond,39.0,9.0,34842.0,M,licence,detective,83.62,oui,0
2050,2050,2012-02-20,chatain,42.0,11.0,37560.0,F,doctorat,archeologie,105.24,oui,0
2051,2051,2014-04-25,chatain,22.0,8.0,33551.0,F,doctorat,archeologie,77.13,oui,0
2052,2052,2011-10-01,brun,32.0,11.0,33470.0,F,master,detective,93.24,oui,0
2053,2053,2012-08-22,chatain,35.0,9.0,36072.0,M,master,geologie,82.98,oui,0
2054,2054,2010-12-13,blond,38.0,9.0,35400.0,M,licence,archeologie,89.29,oui,1
2055,2055,2013-02-10,blond,35.0,11.0,25808.0,M,master,geologie,88.54,non,0
2056,2056,2010-07-07,,41.0,10.0,33221.0,F,licence,detective,82.1,oui,0
2057,2057,2012-09-12,chatain,35.0,4.0,40585.0,M,licence,geologie,54.78,non,0
2058,2058,2010-04-01,chatain,29.0,10.0,29283.0,M,doctorat,geologie,50.38,non,1
2059,2059,2011-07-27,chatain,37.0,6.0,41733.0,F,master,geologie,69.21,non,0
2060,2060,2012-06-25,blond,28.0,11.0,26654.0,F,,detective,95.55,oui,0
2061,2061,2012-08-26,brun,23.0,9.0,32689.0,M,licence,geologie,67.23,non,0
2062,2062,2010-04-15,brun,48.0,4.0,35800.0,F,master,detective,107.34,oui,0
2063,2063,2013-04-15,chatain,42.0,16.0,33105.0,M,doctorat,detective,84.91,oui,0
2064,2064,2010-10-22,chatain,24.0,5.0,41394.0,F,master,geologie,75.7,oui,0
2065,2065,2010-09-10,chatain,18.0,11.0,42268.0,F,licence,detective,62.07,non,0
2066,2066,2011-08-20,brun,29.0,13.0,39949.0,F,master,archeologie,79.18,oui,0
2067,2067,2011-09-29,chatain,31.0,7.0,33989.0,F,master,geologie,76.71,non,0
2068,2068,2011-07-24,brun,36.0,7.0,38067.0,F,master,archeologie,92.08,oui,0
2069,2069,2013-08-19,brun,29.0,7.0,35766.0,M,licence,geologie,53.19,non,0
2070,2070,2014-08-04,chatain,40.0,12.0,38948.0,F,licence,detective,46.59,non,1
2071,2071,2010-02-16,chatain,34.0,9.0,37710.0,F,master,forage,56.97,oui,1
2072,2072,2010-08-22,roux,46.0,12.0,35817.0,M,bac,geologie,67.42,non,0
2073,2073,2012-02-21,brun,16.0,5.0,43233.0,F,licence,detective,55.6,non,0
2074,2074,2014-11-09,chatain,45.0,9.0,43682.0,M,master,geologie,57.03,oui,0
2075,2075,2011-06-18,chatain,54.0,5.0,38973.0,F,master,forage,68.09,non,0
2076,2076,2010-11-27,blond,36.0,12.0,35810.0,F,licence,geologie,75.44,non,1
2077,2077,2013-01-28,blond,25.0,8.0,16058.0,F,master,geologie,102.79,non,0
2078,2078,2010-05-08,brun,27.0,6.0,43046.0,M,licence,forage,64.63,non,0
2079,2079,2013-10-24,brun,40.0,8.0,40571.0,M,licence,geologie,57.03,non,0
2080,2080,2013-06-18,blond,32.0,9.0,40561.0,F,bac,geologie,62.92,non,0
2081,2081,2011-12-14,chatain,44.0,12.0,36182.0,F,doctorat,forage,92.16,oui,0
2082,2082,2013-01-24,chatain,41.0,11.0,42887.0,M,licence,geologie,51.7,non,0
2083,2083,2010-09-16,roux,43.0,7.0,33459.0,M,licence,forage,78.61,non,0
2084,2084,2012-05-22,brun,38.0,9.0,38213.0,F,bac,detective,76.1,non,1
2085,2085,2013-02-12,chatain,37.0,10.0,35254.0,M,master,geologie,85.1,non,0
2086,2086,2013-01-10,chatain,28.0,12.0,29569.0,F,doctorat,geologie,115.94,oui,0
2087,2087,2010-08-23,chatain,33.0,11.0,33306.0,F,doctorat,geologie,109.98,oui,0
2088,2088,2012-02-10,brun,33.0,12.0,30548.0,M,licence,geologie,51.33,non,0
2089,2089,2011-12-04,chatain,39.0,6.0,30900.0,F,bac,archeologie,58.0,non,1
2090,2090,2013-08-06,brun,45.0,9.0,39875.0,M,licence,geologie,35.47,non,0
2091,2091,2012-11-17,roux,40.0,10.0,35035.0,M,bac,geologie,50.85,non,0
2092,2092,2013-01-30,chatain,33.0,10.0,37648.0,M,master,forage,42.32,oui,0
2093,2093,2010-04-18,blond,44.0,8.0,26195.0,M,doctorat,geologie,93.29,oui,0
2094,2094,2012-09-25,roux,29.0,4.0,34765.0,M,bac,geologie,47.42,non,0
2095,2095,2013-09-02,brun,30.0,11.0,37978.0,F,master,detective,80.19,oui,0
2096,2096,2014-07-11,brun,45.0,7.0,39406.0,M,licence,forage,74.4,non,1
2097,2097,2014-05-12,chatain,29.0,1.0,36440.0,M,master,forage,67.48,oui,0
2098,2098,2014-02-19,blond,32.0,11.0,40684.0,M,bac,detective,60.56,oui,0
2099,2099,2010-01-01,blond,22.0,8.0,35554.0,M,master,geologie,72.41,oui,0
2100,2100,2012-01-22,roux,25.0,4.0,33386.0,M,bac,geologie,75.33,non,0
2101,2101,2013-11-04,brun,32.0,8.0,33491.0,F,licence,forage,65.16,non,0
2102,2102,2013-05-07,chatain,41.0,10.0,43076.0,M,licence,forage,53.32,non,0
2103,2103,2013-09-19,brun,33.0,8.0,31018.0,F,master,geologie,93.21,non,0
2104,2104,2010-05-26,blond,15.0,9.0,38841.0,M,licence,forage,87.05,oui,1
2105,2105,2012-08-06,chatain,20.0,11.0,37013.0,F,master,geologie,83.27,non,0
2106,2106,2013-12-31,blond,54.0,7.0,42594.0,M,licence,forage,60.34,oui,0
2107,2107,2014-09-07,brun,32.0,6.0,34567.0,M,licence,geologie,75.49,non,0
2108,2108,2011-10-22,chatain,29.0,8.0,41392.0,M,licence,geologie,49.33,non,0
2109,2109,2013-08-18,blond,32.0,7.0,32696.0,M,licence,geologie,69.03,non,0
2110,2110,2012-03-09,brun,45.0,14.0,39995.0,M,licence,geologie,64.37,oui,0
2111,2111,2011-06-10,blond,23.0,7.0,34918.0,M,bac,geologie,63.82,non,0
2112,2112,2010-01-15,blond,22.0,12.0,30345.0,M,master,forage,74.17,oui,0
2113,2113,2010-11-09,brun,21.0,12.0,40723.0,F,bac,forage,45.3,non,0
2114,2114,2010-07-17,blond,37.0,11.0,27927.0,M,licence,geologie,55.44,non,0
2115,2115,2010-01-06,blond,35.0,10.0,39371.0,M,licence,detective,75.63,oui,0
2116,2116,2013-09-23,chatain,39.0,6.0,38085.0,F,master,detective,67.03,oui,0
2117,2117,2013-03-24,chatain,31.0,11.0,39284.0,M,master,forage,72.83,oui,0
2118,2118,2014-08-20,chatain,32.0,9.0,45745.0,F,licence,detective,69.8,oui,0
2119,2119,2010-04-10,chatain,38.0,11.0,31453.0,M,doctorat,geologie,91.87,oui,0
2120,2120,2014-01-06,chatain,25.0,6.0,33622.0,F,doctorat,geologie,82.77,non,0
2121,2121,2012-11-30,blond,67.0,3.0,39924.0,M,master,forage,78.53,oui,0
2122,2122,2012-07-07,roux,38.0,16.0,33500.0,F,bac,forage,93.28,non,0
2123,2123,2012-08-12,chatain,18.0,14.0,42785.0,M,licence,detective,64.53,oui,0
2124,2124,2011-03-23,blond,28.0,13.0,36385.0,M,bac,geologie,63.85,non,0
2125,2125,2013-09-16,chatain,45.0,5.0,32298.0,F,master,detective,86.16,oui,0
2126,2126,2011-12-27,blond,38.0,10.0,27254.0,M,master,geologie,79.87,non,0
2127,2127,2011-03-23,blond,20.0,5.0,34582.0,M,master,detective,103.12,oui,0
2128,2128,2012-05-03,brun,25.0,16.0,27874.0,M,doctorat,geologie,82.33,non,1
2129,2129,2013-12-28,blond,26.0,14.0,32749.0,M,master,forage,74.42,oui,0
2130,2130,2012-06-02,blond,46.0,12.0,39436.0,M,licence,forage,84.98,oui,1
2131,2131,2011-01-06,brun,43.0,13.0,38264.0,F,licence,geologie,70.65,non,0
2132,2132,2011-11-05,chatain,28.0,9.0,43754.0,M,master,detective,60.25,oui,0
2133,2133,2010-04-14,brun,34.0,7.0,32244.0,M,doctorat,geologie,71.26,oui,1
2134,2134,2011-07-09,blond,42.0,10.0,28955.0,M,master,detective,79.18,non,0
2135,2135,2014-04-28,brun,40.0,11.0,42129.0,F,licence,forage,87.69,oui,0
2136,2136,2011-12-02,brun,43.0,11.0,28073.0,M,master,geologie,81.44,non,0
2137,2137,2010-08-08,blond,27.0,4.0,28223.0,M,master,geologie,72.45,non,0
2138,2138,2010-11-05,blond,33.0,4.0,32268.0,F,bac,geologie,85.35,non,0
2139,2139,2011-03-27,brun,29.0,12.0,32837.0,M,master,forage,93.12,oui,0
2140,2140,2014-10-22,chatain,43.0,10.0,32825.0,F,master,detective,76.81,oui,0
2141,2141,2011-02-09,brun,33.0,12.0,28903.0,F,bac,geologie,67.6,non,0
2142,2142,2011-07-13,blond,35.0,5.0,34395.0,M,licence,forage,71.29,non,0
2143,2143,2014-05-02,roux,29.0,13.0,28215.0,M,licence,geologie,87.39,non,0
2144,2144,2012-07-07,brun,41.0,12.0,32120.0,F,doctorat,detective,97.06,oui,0
2145,2145,2012-02-22,blond,38.0,10.0,38310.0,M,licence,forage,71.75,oui,0
2146,2146,2014-07-28,brun,42.0,7.0,35647.0,M,master,detective,78.63,oui,0
2147,2147,2013-09-28,brun,37.0,9.0,38556.0,M,master,geologie,53.26,oui,0
2148,2148,2014-10-05,brun,52.0,10.0,37481.0,F,bac,detective,76.43,non,1
2149,2149,2014-03-15,brun,34.0,12.0,34850.0,M,master,forage,66.28,oui,0
2150,2150,2010-06-24,brun,41.0,8.0,40559.0,F,licence,geologie,77.79,non,0
2151,2151,2012-05-11,chatain,28.0,10.0,35922.0,F,master,geologie,59.99,non,0
2152,2152,2010-12-02,blond,39.0,11.0,34442.0,M,master,geologie,92.76,oui,1
2153,2153,2013-03-19,chatain,29.0,10.0,32421.0,F,doctorat,detective,113.0,oui,0
2154,2154,2014-07-11,blond,40.0,11.0,28693.0,M,licence,geologie,93.67,non,0
2155,2155,2013-01-20,brun,48.0,13.0,34384.0,M,master,geologie,67.01,non,0
2156,2156,2010-04-30,chatain,34.0,9.0,36260.0,F,master,geologie,92.54,non,0
2157,2157,2010-06-13,roux,35.0,15.0,28551.0,M,licence,geologie,81.73,non,0
2158,2158,2014-10-07,chatain,41.0,11.0,33831.0,F,doctorat,detective,103.29,oui,0
2159,2159,2012-10-18,chatain,35.0,6.0,34774.0,F,doctorat,forage,104.39,oui,0
2160,2160,2014-09-16,blond,45.0,12.0,28870.0,M,master,forage,97.37,oui,0
2161,2161,2014-06-22,blond,35.0,9.0,31778.0,F,licence,detective,79.88,non,0
2162,2162,2013-12-21,roux,42.0,13.0,39005.0,M,bac,forage,72.39,oui,0
2163,2163,2012-01-12,brun,34.0,16.0,46893.0,M,bac,forage,32.97,non,0
2164,2164,2011-02-10,brun,45.0,10.0,39779.0,F,licence,forage,72.75,non,1
2165,2165,2013-05-09,chatain,31.0,13.0,40531.0,M,master,forage,91.77,oui,0
2166,2166,2012-10-25,chatain,35.0,10.0,25525.0,F,doctorat,geologie,114.42,oui,0
2167,2167,2012-05-03,blond,45.0,8.0,42717.0,M,licence,forage,52.81,oui,0
2168,2168,2011-06-14,brun,43.0,7.0,39071.0,F,licence,detective,85.12,oui,0
2169,2169,2010-09-01,chatain,46.0,11.0,33929.0,M,doctorat,detective,95.12,oui,0
2170,2170,2013-08-31,brun,,6.0,32815.0,F,master,detective,108.46,oui,0
2171,2171,2013-02-10,blond,43.0,10.0,30544.0,F,licence,geologie,85.15,non,0
2172,2172,2012-04-18,blond,32.0,11.0,30129.0,M,master,geologie,81.42,non,1
2173,2173,2011-12-21,blond,29.0,13.0,32881.0,M,master,geologie,86.32,non,0
2174,2174,2014-03-19,brun,33.0,11.0,30584.0,F,licence,geologie,71.81,non,0
2175,2175,2011-01-11,chatain,39.0,5.0,42452.0,M,master,detective,63.41,oui,0
2176,2176,2012-01-19,brun,37.0,8.0,30674.0,F,licence,geologie,63.88,non,0
2177,2177,2012-02-11,chatain,37.0,15.0,38591.0,M,master,geologie,73.79,oui,0
2178,2178,2010-12-25,brun,34.0,9.0,40065.0,M,licence,forage,57.51,non,0
2179,2179,2011-01-14,blond,39.0,14.0,30773.0,F,licence,forage,72.79,non,0
2180,2180,2010-11-16,blond,49.0,3.0,26048.0,M,doctorat,geologie,105.1,oui,0
2181,2181,2011-07-19,chatain,32.0,5.0,32103.0,F,master,forage,71.93,non,0
2182,2182,2014-07-19,chatain,26.0,16.0,34353.0,F,master,geologie,78.33,non,0
2183,2183,2011-06-23,brun,15.0,11.0,33422.0,F,master,archeologie,80.88,oui,0
2184,2184,2014-06-08,roux,35.0,13.0,33449.0,M,bac,geologie,57.74,non,0
2185,2185,2011-11-03,chatain,34.0,6.0,34270.0,M,doctorat,geologie,62.55,non,1
2186,2186,2012-03-04,blond,49.0,5.0,34907.0,F,licence,geologie,76.24,non,1
2187,2187,2012-05-27,roux,27.0,12.0,30418.0,M,licence,detective,87.06,oui,0
2188,2188,2011-08-16,brun,37.0,14.0,28444.0,M,doctorat,detective,85.03,oui,0
2189,2189,2012-05-09,chatain,42.0,6.0,31336.0,M,master,forage,70.66,non,1
2190,2190,2011-04-15,chatain,36.0,14.0,,F,master,forage,73.58,non,0
2191,2191,2011-11-12,brun,35.0,10.0,32676.0,M,master,geologie,90.01,oui,0
2192,2192,2014-08-27,brun,41.0,9.0,35794.0,M,master,detective,112.22,oui,0
2193,2193,2012-06-24,chatain,16.0,7.0,27504.0,F,doctorat,forage,96.76,non,0
2194,2194,2013-04-12,blond,47.0,11.0,32554.0,M,master,geologie,71.61,non,0
2195,2195,2011-07-05,blond,31.0,7.0,31479.0,M,licence,geologie,81.69,non,1
2196,2196,2012-04-19,roux,32.0,8.0,40579.0,M,bac,forage,73.18,oui,0
2197,2197,2010-04-03,roux,28.0,15.0,33153.0,F,bac,detective,76.63,non,0
2198,2198,2012-02-28,brun,36.0,12.0,32518.0,M,master,geologie,83.92,non,0
2199,2199,2014-01-20,blond,41.0,5.0,39366.0,M,licence,forage,75.12,oui,0
2200,2200,2014-08-21,brun,26.0,10.0,34384.0,M,master,geologie,92.27,oui,0
2201,2201,2012-02-29,blond,48.0,13.0,30522.0,F,licence,forage,76.87,non,0
2202,2202,2011-01-26,roux,39.0,10.0,28021.0,M,licence,geologie,65.85,non,0
2203,2203,2010-10-25,roux,28.0,11.0,42907.0,M,licence,detective,86.88,oui,0
2204,2204,2013-07-04,blond,44.0,14.0,34776.0,F,licence,geologie,93.51,non,0
2205,2205,2010-08-02,blond,27.0,9.0,29806.0,M,master,geologie,84.76,non,1
2206,2206,2012-01-04,blond,29.0,15.0,36216.0,M,licence,geologie,81.68,non,0
2207,2207,2014-07-24,chatain,53.0,13.0,29724.0,F,master,detective,81.82,non,0
2208,2208,2012-08-17,chatain,25.0,6.0,38282.0,F,doctorat,detective,85.3,oui,0
2209,2209,2013-12-13,brun,31.0,6.0,28692.0,F,master,forage,82.41,non,0
2210,2210,2013-07-02,chatain,38.0,7.0,31971.0,M,master,geologie,71.13,non,0
2211,2211,2011-09-08,chatain,39.0,12.0,30063.0,F,doctorat,archeologie,84.85,oui,0
2212,2212,2014-07-08,chatain,40.0,13.0,34516.0,F,master,detective,95.58,oui,0
2213,2213,2011-09-22,brun,29.0,10.0,39029.0,M,licence,forage,73.59,oui,1
2214,2214,2011-05-25,brun,23.0,11.0,39021.0,F,master,archeologie,88.55,oui,0
2215,2215,2014-12-20,roux,30.0,8.0,40986.0,M,bac,forage,55.54,non,0
2216,2216,2014-06-27,blond,27.0,7.0,35383.0,M,bac,geologie,64.55,non,0
2217,2217,2013-11-25,brun,25.0,7.0,36660.0,M,master,geologie,73.18,oui,0
2218,2218,2011-10-22,chatain,40.0,14.0,41547.0,M,master,forage,76.25,oui,0
2219,2219,2010-12-31,brun,42.0,9.0,31595.0,M,master,geologie,66.66,non,1
2220,2220,2011-02-03,chatain,38.0,9.0,38435.0,F,master,archeologie,,oui,0
2221,2221,2014-10-26,roux,30.0,8.0,36715.0,M,bac,geologie,67.06,non,0
2222,2222,2014-06-28,chatain,20.0,9.0,38503.0,F,bac,detective,55.52,non,1
2223,2223,2011-12-02,chatain,29.0,4.0,33986.0,F,master,forage,85.88,non,0
2224,2224,2011-07-03,chatain,46.0,14.0,35818.0,M,licence,geologie,34.86,non,0
2225,2225,2013-07-28,blond,35.0,11.0,36716.0,F,licence,archeologie,80.12,non,0
2226,2226,2013-08-08,blond,32.0,15.0,33150.0,M,licence,geologie,74.36,,0
2227,2227,2010-10-03,roux,35.0,9.0,39249.0,M,bac,,77.54,oui,0
2228,2228,2010-10-18,blond,28.0,7.0,28864.0,F,master,detective,87.95,oui,0
2229,2229,2011-02-18,blond,48.0,10.0,28257.0,M,licence,geologie,60.9,,0
2230,2230,2013-02-22,roux,38.0,7.0,29630.0,M,licence,geologie,75.59,non,0
2231,2231,2012-05-07,brun,47.0,7.0,32168.0,F,master,forage,87.59,oui,0
2232,2232,2010-10-30,chatain,47.0,11.0,29728.0,M,doctorat,geologie,71.96,non,0
2233,2233,2013-01-16,blond,30.0,7.0,42530.0,F,bac,geologie,48.86,non,1
2234,2234,2014-03-11,blond,35.0,7.0,32859.0,M,licence,geologie,78.08,non,1
2235,2235,2014-12-06,blond,29.0,12.0,37821.0,M,bac,geologie,57.6,non,1
2236,2236,2010-05-29,blond,31.0,9.0,33605.0,M,master,geologie,73.04,non,0
2237,2237,2011-02-07,brun,40.0,12.0,33452.0,F,master,detective,80.31,oui,0
2238,2238,2014-06-02,,43.0,10.0,29345.0,M,bac,geologie,66.17,non,0
2239,2239,2013-10-29,brun,29.0,13.0,41025.0,M,licence,detective,59.68,oui,0
2240,2240,2014-08-12,brun,30.0,7.0,27618.0,F,doctorat,geologie,100.01,oui,0
2241,2241,2013-01-30,roux,24.0,11.0,40528.0,M,bac,geologie,49.91,non,0
2242,2242,2014-10-11,chatain,14.0,11.0,35244.0,F,licence,geologie,67.44,non,0
2243,2243,2013-04-21,chatain,42.0,11.0,31405.0,M,master,geologie,66.11,non,0
2244,2244,2011-03-31,chatain,45.0,5.0,40912.0,M,licence,forage,57.84,oui,0
2245,2245,2013-12-31,chatain,38.0,6.0,36143.0,M,master,geologie,64.88,non,0
2246,2246,2013-05-11,roux,34.0,11.0,37461.0,M,licence,forage,60.23,oui,0
2247,2247,2012-11-11,brun,38.0,15.0,32132.0,M,licence,detective,72.48,non,1
2248,2248,2011-09-24,roux,28.0,9.0,31968.0,M,licence,geologie,75.29,non,0
2249,2249,2011-11-08,blond,51.0,11.0,46302.0,M,bac,geologie,35.38,non,0
2250,2250,2011-11-22,brun,34.0,14.0,38763.0,M,licence,geologie,55.47,non,0
2251,2251,2012-11-04,brun,,,35573.0,F,licence,forage,71.51,non,0
2252,2252,2012-04-15,brun,21.0,10.0,39063.0,M,master,detective,75.51,oui,0
2253,2253,2012-10-08,chatain,29.0,11.0,35108.0,F,master,forage,76.84,non,0
2254,2254,2012-03-11,chatain,37.0,12.0,42773.0,F,licence,detective,74.98,non,0
2255,2255,2014-05-10,roux,23.0,13.0,37038.0,M,bac,geologie,29.95,non,0
2256,2256,2013-12-06,brun,42.0,9.0,40803.0,M,master,forage,80.47,oui,0
2257,2257,2014-11-27,chatain,39.0,13.0,29182.0,M,doctorat,geologie,77.29,non,0
2258,2258,2012-12-22,brun,30.0,12.0,37840.0,M,licence,forage,60.82,non,0
2259,2259,2010-01-26,chatain,8.0,8.0,32883.0,M,master,geologie,78.82,non,0
2260,2260,2014-11-22,brun,31.0,11.0,39318.0,M,licence,geologie,51.7,non,0
2261,2261,2013-03-04,brun,50.0,9.0,33699.0,F,master,geologie,60.64,non,1
2262,2262,2014-01-27,blond,28.0,10.0,36781.0,M,licence,geologie,85.07,oui,0
2263,2263,2011-04-11,brun,21.0,4.0,36507.0,M,master,forage,90.53,oui,0
2264,2264,2012-01-14,chatain,30.0,18.0,35881.0,F,master,detective,82.65,oui,0
2265,2265,2010-12-08,chatain,29.0,11.0,29723.0,F,licence,detective,74.11,non,0
2266,2266,2013-03-06,blond,53.0,9.0,41340.0,M,licence,forage,73.11,oui,0
2267,2267,2011-11-30,blond,36.0,11.0,40342.0,M,licence,archeologie,68.63,oui,0
2268,2268,2010-06-06,brun,24.0,9.0,38268.0,M,doctorat,forage,67.13,oui,0
2269,2269,2011-08-21,blond,31.0,12.0,33763.0,M,licence,geologie,68.0,non,0
2270,2270,2010-07-04,blond,30.0,10.0,26358.0,M,master,geologie,82.82,non,0
2271,2271,2011-10-26,brun,28.0,17.0,34705.0,M,master,geologie,54.5,oui,0
2272,2272,2012-09-08,blond,37.0,9.0,27522.0,M,master,geologie,69.13,non,0
2273,2273,2013-11-17,blond,32.0,11.0,39739.0,F,master,geologie,79.44,oui,1
2274,2274,2014-08-16,chatain,32.0,9.0,42355.0,F,licence,detective,61.42,non,1
2275,2275,2012-05-23,chatain,44.0,7.0,35577.0,F,licence,forage,52.02,non,1
2276,2276,2012-07-27,brun,37.0,10.0,37262.0,M,master,geologie,81.46,non,0
2277,2277,2011-06-03,blond,31.0,13.0,35176.0,F,bac,detective,50.57,non,0
2278,2278,2012-07-15,blond,23.0,7.0,32409.0,M,licence,geologie,60.04,non,0
2279,2279,2013-01-12,blond,30.0,6.0,47404.0,F,licence,archeologie,73.33,oui,0
2280,2280,2013-03-01,brun,48.0,10.0,43016.0,M,master,geologie,68.93,oui,1
2281,2281,2011-04-30,brun,35.0,5.0,39108.0,M,bac,geologie,54.79,non,0
2282,2282,2013-04-22,chatain,44.0,14.0,39157.0,F,master,forage,65.42,non,0
2283,2283,2011-07-19,blond,45.0,7.0,34267.0,F,bac,geologie,43.49,non,0
2284,2284,2013-09-24,brun,42.0,13.0,43421.0,M,bac,geologie,61.64,non,0
2285,2285,2012-11-02,roux,37.0,8.0,36779.0,M,licence,geologie,80.29,oui,0
2286,2286,2013-07-14,roux,43.0,8.0,33982.0,M,licence,forage,80.81,oui,0
2287,2287,2012-06-17,roux,32.0,12.0,36416.0,M,bac,geologie,45.52,non,0
